#Mod_Priority,#Mod_Status,#Mod_Name,#Note,#Primary_Category,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Install_Date,#Download_File_Name
"0485","+","First-Person Falling Animation","","Animation",177676,"https://www.nexusmods.com/skyrimspecialedition/mods/177676","1.0.0.0","2026/05/04 14:58:50","First-Person Falling Animation-177676-1-0-1776496706.zip"
"0486","+","First-Person Snowy Weather Animation","","Animation",177901,"https://www.nexusmods.com/skyrimspecialedition/mods/177901","1.0.0.0","2026/05/04 14:58:50","First-Person Snowy Weather Animation-177901-1-0-1776676678.zip"
"0487","+","First-Person Awakening Animation","","Animation",178699,"https://www.nexusmods.com/skyrimspecialedition/mods/178699","1.0.0.0","2026/05/04 14:58:50","First Person Awakening Animation-178699-1-0-1777364200.zip"
"0488","+","Beast animations for vampire and werewolfs","","Animation",179060,"https://www.nexusmods.com/skyrimspecialedition/mods/179060","1.4.0.0","2026/05/28 21:59:57","Beast animations for vampire and werewolfs-179060-1-4-1779980169.7z"
"0489","+","SigmaJelly - Katana animations - 1st person","","Animation",179515,"https://www.nexusmods.com/skyrimspecialedition/mods/179515","3.0.0.0","2026/05/15 20:28:39","SigmaJelly - Katana-179515-3-1778839823.7z"
"0490","+","First-person Immersive Interactions","","Animation",180603,"https://www.nexusmods.com/skyrimspecialedition/mods/180603","1.0.0.0","2026/05/21 16:41:02","First Person Immersive Interactions-180603-1-0-1779355340.zip"
"0491","+","Flint the Minotaur - Interaction Animation Tweaks","","Animation",183154,"https://www.nexusmods.com/skyrimspecialedition/mods/183154","0.1.0.0","2026/06/20 18:53:31","Flint Interaction Animation Tweaks v0.1.rar"
"0492","+","Procedural Social Interactions","","NPC",184625,"https://www.nexusmods.com/skyrimspecialedition/mods/184625","0.23.0.0","2026/07/27 17:05:48","P.S.I 184625 0.23 2026-07-27T01-32Z n0oTCms3y.zip"
"0493","+","Dynamic NPC Thinking Animations","","Animation",192215,"https://www.nexusmods.com/skyrimspecialedition/mods/192215","1.0.0.0","2026/09/23 21:23:37","Dynamic NPC Thinking Animations 192215 1 2026-09-18T02-39Z cE8hkAly4.zip"
"0494","-","Skills y encantamientos_separator","","",-1,"","","",""
"0495","+","Summermyst - Enchantments of Skyrim","","Magic - Spells & Enchantments",6285,"https://www.nexusmods.com/skyrimspecialedition/mods/6285","4.2.0.0","2026/08/31 19:20:58","Summermyst 4.2.0 6285 4.2.0 2026-08-27T17-52Z bqv3tSsQQ.zip"
"0496","+","Summermyst - Enchantments of Skyrim - Spanish","","Magic - Spells & Enchantments",140807,"https://www.nexusmods.com/skyrimspecialedition/mods/140807","4.2.0.0","2026/08/31 19:20:14","Summermyst 4.1.0 ES 140807 4.2.0 2026-08-28T19-02Z cE8hkAmND.rar"
"0497","+","USSEP - Summermyst Patch","","Patches",149131,"https://www.nexusmods.com/skyrimspecialedition/mods/149131","1.0.0.0","2026/05/04 15:10:52","USSEP - Summermyst Patch-149131-v1-1746307877.7z"
"0498","+","Summermyst SkyPatched","","Magic - Spells & Enchantments",146390,"https://www.nexusmods.com/skyrimspecialedition/mods/146390","2.1.0.0","2026/07/12 16:22:47","SummermystSkyPatched 146390 2.1 2026-07-12T10-39Z UK35Xnz6Z.7z"
"0499","+","Unique Actor Values For Summermyst","","Magic - Spells & Enchantments",89331,"https://www.nexusmods.com/skyrimspecialedition/mods/89331","1.0.1.0","2026/05/04 15:10:47","Unique Actor Values For Summermyst-89331-1-0-1-1681637635.7z"
"0500","+","Unarmed - Damage Tweaks Knockdowns and Skill Progression","","Gameplay",133447,"https://www.nexusmods.com/skyrimspecialedition/mods/133447","5.3.0.0","2026/06/21 23:43:28","Unarmed.zip"
"0501","+","Unarmed - Damage Tweaks Knockdowns and Skill Progression - Spanish","","Gameplay",170495,"https://www.nexusmods.com/skyrimspecialedition/mods/170495","5.3.0.0","2026/06/21 23:54:16","Unarmed - Spanish.rar"
"0502","+","Convert Gold To Perk Points","Traducido y dejado como Dynamic String Distributer al final del mod list","Skills and Leveling",143887,"https://www.nexusmods.com/skyrimspecialedition/mods/143887","1.1.0.0","2026/05/04 14:57:43","GoldToPerkPoint5k 1.1-143887-1-1-1741544746.zip"
"0503","+","Constellations - Additional Player Skills","","Skills and Leveling",117352,"https://www.nexusmods.com/skyrimspecialedition/mods/117352","1.0.3.0","2026/09/12 22:11:25","Constellations 117352 1.0.3 2026-09-03T00-09Z Ae46W7GhN.7z"
"0504","+","Constellations - Additional Player Skills - Spanish","","Skills and Leveling",144511,"https://www.nexusmods.com/skyrimspecialedition/mods/144511","1.0.3.0","2026/09/12 22:11:32","Constellations ES 144511 1.0.3 2026-09-03T09-13Z xDLPwGtdI.rar"
"0505","+","Conjure - More Summons","Traducido y dejado como Dynamic String Distributer al final del mod list","Skills and Leveling",52038,"https://www.nexusmods.com/skyrimspecialedition/mods/52038","1.0.0.0","2026/05/04 14:57:41","Conjure - More Summons - Ordinator Version-52038-1-0-0-1626568477.zip"
"0506","+","Fury - Animal Taming of Skyrim","Revisar traduccion","Immersion",108212,"https://www.nexusmods.com/skyrimspecialedition/mods/108212","1.0.6.0","2026/05/04 15:00:27","Fury 1.0.6-108212-1-0-6-1705262994.zip"
"0507","+","Fury - Animal Taming of Skyrim - Spanish","","Immersion",150174,"https://www.nexusmods.com/skyrimspecialedition/mods/150174","1.0.6.0","2026/05/04 15:00:27","Fury - Animal Taming of Skyrim - Spanish-150174-1-0-6-1747333014.rar"
"0508","+","Disguise - Simple Disguise System","","Gameplay",133426,"https://www.nexusmods.com/skyrimspecialedition/mods/133426","5.2.0.0","2026/06/17 13:38:00","Disguise.zip"
"0509","+","Disguise - Spanish","","Gameplay",150179,"https://www.nexusmods.com/skyrimspecialedition/mods/150179","5.2.0.0","2026/06/17 16:27:13","Disguise - Spanish.rar"
"0510","+","QAPP - Quests Award Perk Points","Traducido y dejado como Dynamic String Distributer al final del mod list","Gameplay",33081,"https://www.nexusmods.com/skyrimspecialedition/mods/33081","1.4.6.0","2026/05/04 15:07:49","1_QAPP - Quests Award Perk Points SE-33081-1-3-1710686600.7z"
"0511","+","QAPP - Patches FOMOD","Instale todo lo necesario a la fecha - Parche LoTD","Gameplay",33081,"https://www.nexusmods.com/skyrimspecialedition/mods/33081","1.4.5.0","2026/05/23 19:15:36","QAPP - Patches FOMOD-33081-1-4-5-1747567223.7z"
"0512","+","QAPP - Quests Award Perk Points Patches","Instale todo lo necesario a la fecha - no requiere traduccion","Patches",176186,"https://www.nexusmods.com/skyrimspecialedition/mods/176186","3.1.0.0","2026/05/23 19:16:30","Quests Award Perk Points Patches-176186-3-1-1778465298.7z"
"0513","+","Agent Bonus Tweaks for Mara and Dibella","Traducido y dejado como Dynamic String Distributer al final del mod list","Overhauls",160114,"https://www.nexusmods.com/skyrimspecialedition/mods/160114","1.0.1.0","2026/05/04 14:52:07","Agent Bonuses Tweaked-160114-1-0-1-1759198343.zip"
"0514","+","Perk Point Potion","traduccion dsd uso personal","Skills and Leveling",7231,"https://www.nexusmods.com/skyrimspecialedition/mods/7231","1.2.0.0","2026/05/04 15:06:28","PerkPointPotion v1.2 (SSE)-7231-1-2.zip"
"0515","+","Perk Point Potion SkyPatched","traduccion dsd uso personal","Skills and Leveling",136921,"https://www.nexusmods.com/skyrimspecialedition/mods/136921","1.0.0.0","2026/05/04 15:06:28","Perk Point Potion SkyPatched-136921-1-0-1734808269.zip"
"0516","+","Adaptive Attribute SKSE","","Gameplay",179815,"https://www.nexusmods.com/skyrimspecialedition/mods/179815","1.4.0.0","2026/06/07 20:31:05","Adaptive Attributes SKSE-179815-1-4-1780816198.zip"
"0517","+","Adaptive Attribute SKSE - Spanish","","",180055,"https://www.nexusmods.com/skyrimspecialedition/mods/180055","1.4.0.0","2026/06/08 19:11:52","Adaptive Attribute SKSE   Spanish-180055-1-4-1780959788.rar"
"0518","+","Starting Skills - Rewritten","","Gameplay",187047,"https://www.nexusmods.com/skyrimspecialedition/mods/187047","1.3.1.0","2026/08/13 18:45:45","Starting Skills - Rewritten 187047 1.3.1 2026-08-11T10-21Z 9LMpgbzDw.7z"
"0519","+","Starting Skills - Rewritten - Spanish","","Skills and Leveling",189174,"https://www.nexusmods.com/skyrimspecialedition/mods/189174","1.3.1.0","2026/08/21 18:57:45","Starting Skills Rewritten Spanish 189174 1.3.1 2026-08-21T22-42Z IoFlhfdI4.7z"
"0520","+","Biggie Traits","","Gameplay",136384,"https://www.nexusmods.com/skyrimspecialedition/mods/136384","1.0.44.0","2026/09/17 22:37:15","Biggie Traits 136384 1.0.44 2026-08-28T13-06Z RHaV1OLQ0.zip"
"0521","+","Biggie Traits - Traits Hidden Potential","","Gameplay",136384,"https://www.nexusmods.com/skyrimspecialedition/mods/136384","1.0.0.0","2026/06/18 19:50:46","Traits   Hidden Potential-136384-1-0-0-1776639486.zip"
"0522","+","Biggie Traits - Immersive Interactions","","Gameplay",136384,"https://www.nexusmods.com/skyrimspecialedition/mods/136384","1.0.1.0","2026/06/18 19:50:52","Biggie Traits - Immersive Interactions-136384-1-0-1-1749364737.zip"
"0523","+","Biggie Traits - Autopop","","Gameplay",136384,"https://www.nexusmods.com/skyrimspecialedition/mods/136384","1.0.3.0","2026/07/01 12:06:52","Biggie_Traits_-_Autopop_1.0.3_kATsMWczZ.zip"
"0524","+","Biggie Traits - Spanish","","Gameplay",148197,"https://www.nexusmods.com/skyrimspecialedition/mods/148197","1.0.44.0","2026/09/17 22:54:01","Biggie Traits Spanish FOMOD 148197 1.0.44 2026-09-18T01-40Z qTl1SxVQi.7z"
"0525","+","Biggie Traits - Thumbnail Overhaul","","Gameplay",148018,"https://www.nexusmods.com/skyrimspecialedition/mods/148018","f1.05","2026/08/06 19:58:45","Biggie Traits - Thumbnail Overhaul 148018 1.05 2026-08-06T07-30Z Ks18n0BHK.7z"
"0526","+","Additional Traits for Biggie Traits","","",149770,"https://www.nexusmods.com/skyrimspecialedition/mods/149770","1.3.6.0","2026/05/04 14:52:04","Additional Traits for Biggie Traits-149770-1-3-6-1764114806.7z"
"0527","+","Additional Traits for Biggie Traits - Patch","Thumbnail patch for the ""Additional Traits for Biggie Traits"" mod","Gameplay",148018,"https://www.nexusmods.com/skyrimspecialedition/mods/148018","f1.02","2026/08/06 19:58:11","Additional Traits for Biggie Traits - Patch 148018 1.02 2026-08-06T07-31Z hfH9s6lkj.7z"
"0528","+","Additional Traits for Biggie Traits - Spanish","","Gameplay",150171,"https://www.nexusmods.com/skyrimspecialedition/mods/150171","1.3.6.0","2026/05/04 14:52:05","Additional Traits for Biggie Traits - Spanish-150171-1-3-6-1764121723.rar"
"0529","+","Imperious - Races of Skyrim","","Races, Classes, and Birthsigns",1315,"https://www.nexusmods.com/skyrimspecialedition/mods/1315","7.28.0.0","2026/05/04 15:02:56","Imperious 7.28.0-1315-7-28-0-1631877097.zip"
"0530","+","Imperious - Races of Skyrim Spanish","","Miscellaneous",4893,"https://www.nexusmods.com/skyrimspecialedition/mods/4893","7.28.0.0","2026/05/04 15:02:56","Imperious - Races of Skyrim Spanish-4893-7-28-0-1632376172.7z"
"0531","+","Imperious - Unarmed Free Hand Patch","","Patches",41381,"https://www.nexusmods.com/skyrimspecialedition/mods/41381","1.0.0.0","2026/05/04 15:02:56","Imperious - Unarmed Free Hand Patch-41381-1-0-0-1602628201.7z"
"0532","+","Imperious - Immersive Interactions Patch","","Patches",96469,"https://www.nexusmods.com/skyrimspecialedition/mods/96469","1.0.0.0","2026/05/04 15:02:56","Imperious - Immersive Interactions Patch-96469-1-0-1690124830.zip"
"0533","+","Imperious - All Mods Compatibility Patch - Not Just Interesting NPC's","traducido y dejado en DSD al final de la lista","Patches",23873,"https://www.nexusmods.com/skyrimspecialedition/mods/23873","2.0.0.0","2026/05/04 15:02:56","Imperious - Compatibility Patch (Dinger32 Version)-23873-2-0-1588962568.7z"
"0534","+","Patch Imperious - Khajiit ProwlFix","Mi parche para quitar habilidad salto agachado khajiit de merodear","Patches",154902,"https://www.nexusmods.com/skyrimspecialedition/mods/154902","1.0.0.0","2026/05/04 15:06:26","Imperious_Khajiit_ProwlFix_Spanish-154902-1-0-1752549401.rar"
"0535","+","Khajiit Skills Improvement","","Races, Classes, and Birthsigns",20353,"https://www.nexusmods.com/skyrimspecialedition/mods/20353","3.0.0.0","2026/05/04 15:04:16","KSI-20353-3-0-1539635992.zip"
"0536","+","Khajiit Skills Improvement - Traduccion Spanish","","Alchemy",144149,"https://www.nexusmods.com/skyrimspecialedition/mods/144149","3.0.0.0","2026/05/04 15:04:16","Khajiit Skills Improvement - Spanish-144149-3-0-1741570888.rar"
"0537","+","Parche spanish - KSI - Imperious - ICP - USMP","","",152049,"https://www.nexusmods.com/skyrimspecialedition/mods/152049","1.0.0.0","2026/05/04 15:06:24","C:/Users/Matias/Desktop/Parche spanish - KSI - Imperious - ICP - USMP-152049-1-0-1749238601.rar"
"0538","+","Amazing Race Tweaks - Khajiit","","Races, Classes, and Birthsigns",94063,"https://www.nexusmods.com/skyrimspecialedition/mods/94063","2.6.0.0","2026/05/04 14:52:26","Amazing Race Tweaks - Khajiit (ver. 2.6)-94063-2-6-1687534925.zip"
"0539","+","Amazing Race Tweaks - Khajiit - DSD - Spanish","","Races, Classes, and Birthsigns",145219,"https://www.nexusmods.com/skyrimspecialedition/mods/145219","2.6.0.0","2026/07/30 20:25:35","Amazing Race Tweaks Khajiit DSD Spanish 145219 2.6 2026-07-31T00-18Z EwgfAexMT.rar"
"0540","+","Argonian Upgrades","traducido y dejado en DSD al final de la lista","Races, Classes, and Birthsigns",48524,"https://www.nexusmods.com/skyrimspecialedition/mods/48524","2.1.0.0","2026/05/04 14:52:41","Argonian Upgrades SSE-48524-2-1-1618421952.7z"
"0541","+","Argonian Upgrades - Imperious patch","traducido y dejado en DSD al final de la lista","Races, Classes, and Birthsigns",48524,"https://www.nexusmods.com/skyrimspecialedition/mods/48524","2.1.0.0a","2026/05/04 14:52:41","Imperious patch-48524-2-1a-1622646792.7z"
"0542","+","RacePassives","traduccion uso personal DSD","",192233,"https://www.nexusmods.com/skyrimspecialedition/mods/192233","2.1.0.0","2026/09/22 19:03:23","RacePassives 192233 2.1 2026-09-19T02-58Z s6Og0dppV.zip"
"0543","-","Skills - Custom Skills_separator","","",-1,"","","",""
"0544","+","Custom Skills - VIGILANT","Instale todo lo necesario a la fecha","Skills and Leveling",45026,"https://www.nexusmods.com/skyrimspecialedition/mods/45026","2.0.0.0.a","2026/05/04 14:57:45","Custom Skills - VIGILANT v20a-45026-2-0-a-1678994474.7z"
"0545","+","Custom Skills - VIGILANT (Spanish Translation)","","Skills and Leveling",52061,"https://www.nexusmods.com/skyrimspecialedition/mods/52061","2.0.0.0.a","2026/05/04 14:57:45","Custom Skills - VIGILANT v20a Spanish Translation-52061-2-0-a-1686080874.rar"
"0546","+","VIGILANT - CSF 3 JSON","","User Interface",127448,"https://www.nexusmods.com/skyrimspecialedition/mods/127448","1.0.0.0","2026/05/04 15:10:59","VIGILANT - CSF 3 JSON-127448-1-1-1724443321.7z"
"0547","+","Custom Skills - Hand To Hand","Instale todo lo necesario a la fecha","Skills and Leveling",46425,"https://www.nexusmods.com/skyrimspecialedition/mods/46425","1.1.0.0.a","2026/05/04 14:57:45","Custom Skill - HandToHand v11a-46425-1-1-a-1678990821.7z"
"0548","+","Custom Skills - Hand To Hand (Spanish Translation)","","Skills and Leveling",52062,"https://www.nexusmods.com/skyrimspecialedition/mods/52062","1.1.0.0.a","2026/05/04 14:57:45","Custom Skills -HandToHand v11a Spanish Translation-52062-1-1-a-1685999748.rar"
"0549","+","Stormcrown - A Shout Overhaul","","Shouts",90659,"https://www.nexusmods.com/skyrimspecialedition/mods/90659","1.1.17.0","2026/05/04 15:10:04","Stormcrown - A Shout Overhaul-90659-1-1-17-1713735622.7z"
"0550","+","Stormcrown - A Shout Overhaul - Castellano con voces - Spanish","","User Interface",92072,"https://www.nexusmods.com/skyrimspecialedition/mods/92072","1.1.17.0","2026/05/04 15:10:05","Stormcrown - A Shout Overhaul-92072-1-1-17-1714244680.zip"
"0551","+","Companions Perk Tree","","Skills and Leveling",53806,"https://www.nexusmods.com/skyrimspecialedition/mods/53806","1.1.0.0","2026/05/04 14:57:39","Companions Perk Tree-53806-1-2-1708971829.rar"
"0552","+","Companions Perk Tree 1.2 - Traduccion spanish","","Skills and Leveling",142124,"https://www.nexusmods.com/skyrimspecialedition/mods/142124","1.2.0.0","2026/05/04 14:57:39","Traduccion Spanish - Companions Perk Tree-142124-1-2-1739836758.rar"
"0553","+","Deepborn - Mining Perks","Actualizar traduccion","Gameplay",151948,"https://www.nexusmods.com/skyrimspecialedition/mods/151948","4.1.0.0","2026/05/04 14:57:47","deepborn-151948-4-1-0-1773264387.zip"
"0554","+","Deepborn - Mining Perks - Spanish","","Gameplay",152609,"https://www.nexusmods.com/skyrimspecialedition/mods/152609","4.1.0.0","2026/05/04 14:57:48","Deepborn - Mining Perks - Spanish-152609-4-1-0-1773447421.rar"
"0555","+","Gate of Awakening _Custom Skill","","",153508,"https://www.nexusmods.com/skyrimspecialedition/mods/153508","1.0.0.0","2026/05/04 15:00:28","Gate of Awakening-153508-1-6-1760249721.zip"
"0556","+","Gate of Awakening _Custom Skill - Spanish","","Skills and Leveling",154898,"https://www.nexusmods.com/skyrimspecialedition/mods/154898","1.6.0.0","2026/05/04 15:00:28","Gate of Awakening _Custom Skill - Spanish-154898-1-6-1764182731.rar"
"0557","+","Simple hand to hand","","Skills and Leveling",154561,"https://www.nexusmods.com/skyrimspecialedition/mods/154561","1.0.0.0","2026/05/04 15:08:15","Simple Hand To Hand-154561-1-5-1752510886.zip"
"0558","+","Simple hand to hand - Traduccion Spanish","","Skills and Leveling",154899,"https://www.nexusmods.com/skyrimspecialedition/mods/154899","1.5.0.0","2026/05/04 15:08:15","Simple hand to hand - Spanish-154899-1-5-1752620397.rar"
"0559","+","Line and Lure - Fishing Perks","","Gameplay",145240,"https://www.nexusmods.com/skyrimspecialedition/mods/145240","2.2.1.0","2026/05/04 15:04:30","LLFP-145240-2-2-1-1773250420.zip"
"0560","+","Line and Lure - Fishing Perks - Traduccion Spanish","","Alchemy",145283,"https://www.nexusmods.com/skyrimspecialedition/mods/145283","2.2.1.0","2026/05/04 15:04:31","Line and Lure - Fishing Perks - Spanish-145283-2-2-1-1773447745.rar"
"0561","+","Practical Necromancy","No tiene FOMOD pero sale que si por alguna razon","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:36:38","Practical Necromancy 29834 1.9.3 2026-09-05T06-38Z pQ0AZ3wQr.zip"
"0562","+","Practical Necromancy - Bone Wolf Patch","","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:37:35","Practical Necromancy - Bone Wolf Patch 29834 1.9.3 2026-09-05T06-45Z QRde31GRD.zip"
"0563","+","Practical Necromancy - CSF Patch","Traduje el txt y lo movi a la tarduccion completa","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:37:02","Practical Necromancy - CSF Patch 29834 1.9.3 2026-09-05T06-51Z XnIqaC8nL.zip"
"0564","+","Practical Necromancy - KID Patch","","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:37:08","Practical Necromancy - KID Patch 29834 1.9.3 2026-09-05T06-48Z tSBIcE1SX.zip"
"0565","+","Practical Necromancy - SPID Patch","","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:37:14","Practical Necromancy - SPID Patch 29834 1.9.3 2026-09-05T06-47Z qTl1SxHTp.zip"
"0566","+","Practical Necromancy - Plague of the Dead Patch","","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:37:18","Practical Necromancy - Plague of the Dead Patch 29834 1.9.3 2026-09-05T06-46Z 4t2yDc3t8.zip"
"0567","+","Practical Necromancy - AVG Patch","","Magic - Gameplay",29834,"https://www.nexusmods.com/skyrimspecialedition/mods/29834","1.9.3.0","2026/09/06 23:37:41","Practical Necromancy - AVG Patch 29834 1.9.3 2026-09-05T06-41Z rvwm2Bdvs.zip"
"0568","+","Practical Necromancy - Spanish","Instale todo lo necesario a la fecha - Mi traduccion","Magic - Gameplay",158410,"https://www.nexusmods.com/skyrimspecialedition/mods/158410","1.9.3.0","2026/09/07 00:03:51","Practical Necromancy - DSD - Spanish 158410 1.9.3 2026-09-07T02-56Z IoFlhfJ9N.rar"
"0569","-","Beastial Nature perk tree","la traduccion reemplaza el mod original","Skills and Leveling",141599,"https://www.nexusmods.com/skyrimspecialedition/mods/141599","1.0.0.0","2026/05/04 14:53:51","Beastial Nature-141599-1-0-1739363705.rar"
"0570","+","Beastial Nature perk tree - Spanish","","",165541,"https://www.nexusmods.com/skyrimspecialedition/mods/165541","1.0.0.0","2026/05/04 14:53:51",""
"0571","-","Skeleton Key Custom Skills Framework","la traduccion reemplaza el mod original","Skills and Leveling",165266,"https://www.nexusmods.com/skyrimspecialedition/mods/165266","1.0.0.0","2026/05/04 15:08:18","Skeleton Key Custom Skills-165266-1-0-1763904003.rar"
"0572","+","Skeleton Key Custom Skills Framework - Spanish","","",165551,"https://www.nexusmods.com/skyrimspecialedition/mods/165551","1.0.0.0","2026/05/04 15:08:18","C:/Users/Matias/Desktop/Skeleton Key Custom Skills Framework - Spanish.rar"
"0573","+","Dragon Souls to Perk Points","","Skills and Leveling",2879,"https://www.nexusmods.com/skyrimspecialedition/mods/2879","3.2.0.0","2026/05/04 14:57:56","Dragon Souls to Perk Points - 3.2-2879-3-2-1737515701.zip"
"0574","+","Dragon Souls to Perk Points - Spanish","","Skills and Leveling",170324,"https://www.nexusmods.com/skyrimspecialedition/mods/170324","3.2.0.0","2026/05/04 14:57:56","Dragon Souls to Perk Points - Spanish-170324-3-2-1768945421.rar"
"0575","+","Firmament","","Skills and Leveling",153781,"https://www.nexusmods.com/skyrimspecialedition/mods/153781","1.0.0.0","2026/05/04 16:28:29","Firmament-153781-1-0-1751149392.zip"
"0576","+","Firmament - Traducion Spanish","","Skills and Leveling",179257,"https://www.nexusmods.com/skyrimspecialedition/mods/179257","1.0.0.0","2026/05/04 16:56:10","Firmament   Spanish-179257-1-0-1777928108.rar"
"0577","+","Legacy of The Dragonborn Perk Menus","traduccion DSD uso PERSONAL ya que use los de esta traduccion https://www.nexusmods.com/skyrimspecialedition/mods/182231","User Interface",47028,"https://www.nexusmods.com/skyrimspecialedition/mods/47028","2.0.0.0","2026/08/08 20:45:55","Legacy of The Dragonborn Perk Menu-47028-2-0-1688109752.7z"
"0578","+","Legacy of The Dragonborn Perk Menus - CSF3 JSON Patch","Traduce los json a español uso personal","Patches",187528,"https://www.nexusmods.com/skyrimspecialedition/mods/187528","1.0.0.0","2026/08/08 20:46:01","LOTD Perk Csf3 187528 1 2026-08-07T03-35Z HZCMOykOP.zip"
"0579","-","Skills - Ordinator_separator","","",-1,"","","",""
"0580","+","Ordinator - Perks of Skyrim","","Overhauls",1137,"https://www.nexusmods.com/skyrimspecialedition/mods/1137","9.35.0.0","2026/05/04 15:06:21","Ordinator 9.35.0-1137-9-35-0-1760289511.zip"
"0581","+","Ordinator - Perks of Skyrim - Spanish","","Overhauls",140785,"https://www.nexusmods.com/skyrimspecialedition/mods/140785","9.35.0.0","2026/05/04 15:06:21","Ordinator Perks of Skyrim - Spanish-140785-9-35-0-1760363090.zip"
"0582","+","Ordinator - 50 percent More Perk Points","","Overhauls",1137,"https://www.nexusmods.com/skyrimspecialedition/mods/1137","9.31.0.0","2026/05/04 15:06:21","50 percent More Perk Points-1137-.zip"
"0583","+","Ordinator - 50 percent More Perk Points - Spanish","","Overhauls",140785,"https://www.nexusmods.com/skyrimspecialedition/mods/140785","9.31.0.0","2026/05/04 15:06:21","50 percent More Perk Points - Spanish-140785-9-31-0-1738600289.zip"
"0584","+","Ordinator - Unarmed Free Hand Patch","Traducido y no subido a nexus","Patches",32836,"https://www.nexusmods.com/skyrimspecialedition/mods/32836","1.0.1.0","2026/05/04 15:06:21","Ordinator - Unarmed Free Hand Patch-32836-1-0-1a-1602097340.7z"
"0585","+","Ordinator - Multilanguage MCM","arregle el archivo de traduccion español","User Interface",14959,"https://www.nexusmods.com/skyrimspecialedition/mods/14959","9.31.0.0","2026/05/04 15:06:21","Ordinator - Multilanguage MCM-14959-9-28-1-1601461951.7z"
"0586","+","Ordinator - Masteries for Ordinator 9.31.0","Traducido y no subido a nexus","Gameplay",145443,"https://www.nexusmods.com/skyrimspecialedition/mods/145443","1.0.0.0","2026/05/04 15:06:21","Ordinator - Masteries for 9.31.0-145443-1-2-0-1742855985.zip"
"0587","+","Optimised Scripts for Ordinator","","Overhauls",77433,"https://www.nexusmods.com/skyrimspecialedition/mods/77433","1.3.0.0","2026/05/04 15:06:19","Optimised Scripts for Ordinator-77433-1-3-0-1760368121.zip"
"0588","+","Ordinator React Script Patch","","Patches",106343,"https://www.nexusmods.com/skyrimspecialedition/mods/106343","2.1.0.0","2026/05/04 15:06:21","Ordinator React Script Patch - Papy Extender-106343-2-1-0-1704724972.zip"
"0589","+","Elden Parry -- Ordinator Patch","","Combat",74004,"https://www.nexusmods.com/skyrimspecialedition/mods/74004","2.3.0.0","2026/05/04 14:58:22","Elden Parry - Ordinator Patch AE-74004-2-3-1768545251.zip"
"0590","+","Elden Parry -- Ordinator Patch - Traduccion Spanish","","Combat",148435,"https://www.nexusmods.com/skyrimspecialedition/mods/148435","2.3.0.0","2026/05/04 14:58:22","Elden Parry - Ordinator Patch AE - Spanish-148435-2-3-1768610181.rar"
"0591","+","Unarmed - Perk Mods Patch Collection ordinator","traducido y reemplazado","Skills and Leveling",151043,"https://www.nexusmods.com/skyrimspecialedition/mods/151043","1.0.0.0","2026/05/04 15:10:46","Unarmed -  Ordinator Patch-151043-1-0-1748229118.rar"
"0592","+","Fury - Ordinator Compatibility Patch","","Immersion",108212,"https://www.nexusmods.com/skyrimspecialedition/mods/108212","1.0.3.0","2026/05/04 15:00:27","Fury - Ordinator Compatibility Patch-108212-1-0-3-1704448919.zip"
"0593","+","Fury - Ordinator Compatibility Patch - spanish","","Immersion",150174,"https://www.nexusmods.com/skyrimspecialedition/mods/150174","1.0.3.0","2026/05/04 15:00:27","Fury - Ordinator Compatibility Patch - spanish-150174-1-0-3-1747333104.rar"
"0594","+","Ordinator - Disguise Patch","","Gameplay",149801,"https://www.nexusmods.com/skyrimspecialedition/mods/149801","1.0.0.0","2026/05/04 15:06:21","Ordinator - Disguise Patch-149801-1-0-1746966209.rar"
"0595","+","Ordinator - Disguise Patch - Spanish","","Gameplay",150173,"https://www.nexusmods.com/skyrimspecialedition/mods/150173","1.0.0.0","2026/05/04 15:06:21","Ordinator - Disguise Patch - Spanish-150173-1-0-1747332771.rar"
"0596","-","Mods inmersion_separator","","",-1,"","","",""
"0597","+","Alternate Start - Live Another Life - SSE 4.2.6","","Gameplay",272,"https://www.nexusmods.com/skyrimspecialedition/mods/272","4.2.6.0a","2026/05/04 14:52:24","Alternate Start - Live Another Life-272-4-2-6a-1772996477.7z"
"0598","+","Alternate Start - Live Another Life - Voces Spanish","","User Interface",65264,"https://www.nexusmods.com/skyrimspecialedition/mods/65264","4.2.5.0","2026/05/04 14:52:24","Voces dobladas-65264-4-2-5-1751064127.zip"
